resp_id,date,Agree,Citizenship,age,agegroup,agegroup5,gender,educ,educ5,religiosity,v9,v10,v11,v12,v700,v15,v16,v17,Attention,v19,v701,v20,v702,v21,v36,v703,v708,v18,v704,v27,v28,v29,v30,v31,v33,v35,v45,v52A,v50,v51,v622A,v622B,v622C,v623,v91,v104,v706,v111,v612,v613_1,v613_2,v613_3,v613_4,v613_5,v613_6,v613_7,v613_8,v613_9,v613_10,v613_30,v614_1,v614_2,v614_3,v614_4,v614_5,v614_6,v614_7,v614_8,v110,v710,v119,v120,v121,v122,v123,v125,v126,v127,v128,v129,v130,v400,v401,v402,v403,v409,v410,v411_1,v411_2,v411_3,v411_4,v411_5,v411_6,v411_7,v411_8,v411_9,v411_10,v411_11,v412,v413_1,v413_2,v413_3,v413_4,v413_5,v413_6,v415,v416,v417,v418,v132,v133,v143,v131,v513,v134,v139,sector,DEVICE_TYPE,SURVEY_MODE,w_jews,w_arabs,w_sample,District_CBS
296969,06/03/2025,1,1,,6,5,1,7,3,5,3,3,2,4,4,1,2,3,2,4,3,4,4,1,3,1,10,5,1,,,,,,2,1,2,8,9,3,6,7,9,4,1,1,3,2,5,1,1,,,1,1,1,,1,,,,,,1,,,,,7,5,4,2,1,4,2,3,2,1,3,4,2,2,,4,4,2,2,,,,1,,,,,,,,5,1,,,,,,3,3,3,3,3,4,1,2,4,,99,1,Mobile,1,0.845,,0.82,4
296970,06/03/2025,1,1,,6,5,2,5,2,4,5,2,5,4,4,2,3,4,2,4,4,98,4,98,2,98,10,10,98,,,,,,98,98,4,5,98,98,5,5,5,5,98,97,1,98,98,,,,,,,,,,,,,,,,,,,,98,98,98,98,3,3,98,98,98,98,3,3,3,1,5,4,4,1,98,,,,,,,,,,,1,5,1,,,,,,3,3,3,3,2,4,1,3,5,,99,1,PC,1,1.491,,1.446,5
296972,06/03/2025,1,1,,6,5,2,4,1,3,2,2,4,4,4,1,2,3,2,4,3,4,4,1,1,1,0,0,1,,,,,,3,2,2,9,10,6,8,6,10,1,1,9,1,1,4,,1,,,,,,,,,,,,,1,,,,,9,5,3,3,3,2,1,3,3,2,3,2,2,1,3,4,3,2,2,,,,1,1,1,,1,,,,10,1,,,,,,4,4,4,4,3,4,1,3,5,,5,1,Mobile,1,1.807,,1.752,6
296975,06/03/2025,1,1,,6,5,2,4,1,4,5,4,4,4,4,4,3,1,2,2,1,2,3,3,3,4,10,5,1,,,,,,3,2,2,0,5,5,8,8,10,3,2,3,3,4,5,,1,,,1,,,,,,,,1,,,,,,,1,1,3,3,98,2,1,1,1,3,2,4,3,2,,4,3,1,4,,,1,,1,,,1,1,,,1,,1,,,,,4,4,4,4,3,5,1,3,5,,1,1,Mobile,1,1.424,,1.381,4
296976,06/03/2025,1,1,,5,4,1,8,4,5,5,4,3,4,4,1,2,3,2,4,3,4,4,4,4,1,10,5,1,,,,,,1,4,3,2,9,2,6,8,9,7,4,98,94,2,2,,1,,,,,,,,,,,1,,,,,,,1,5,3,2,2,3,3,1,1,1,2,2,2,1,4,4,2,1,4,,,,,,,,1,,,,10,1,,,,,,4,4,4,4,2,5,1,2,5,,5,1,Mobile,1,0.772,,0.748,2
296977,06/03/2025,1,1,,7,5,2,9,5,5,5,3,5,2,2,3,1,4,2,2,1,3,4,1,4,4,10,8,3,,,,,,1,1,1,2,5,10,4,10,7,8,1,2,3,5,5,1,1,,,1,,,1,,,,1,1,1,,,,,,1,1,4,1,2,4,4,1,2,4,2,4,3,1,2,4,3,1,4,1,,1,,1,,1,,,,,2,,1,1,,,,2,3,3,3,2,5,1,1,6,,4,1,Mobile,1,0.928,,0.9,3
296978,06/03/2025,1,1,,5,4,1,6,3,4,5,3,2,4,3,1,3,2,2,4,3,3,2,3,2,2,5,5,2,,,,,,2,2,2,7,7,3,5,5,8,0,1,1,1,2,4,1,1,1,,,1,1,1,1,,,1,1,,,,,,,7,3,4,2,2,1,3,2,2,3,2,4,3,1,2,4,4,1,5,1,,1,,1,,,,1,,,10,1,,,,,,4,3,3,4,3,5,1,3,5,,4,1,Mobile,1,0.619,,0.601,5
296981,06/03/2025,1,1,,4,3,1,5,2,5,5,4,4,4,3,4,1,3,2,3,1,2,2,3,4,3,10,10,3,,,,,,1,2,3,0,5,5,4,8,7,4,1,3,3,4,5,1,,,,,,,1,1,,,1,1,1,,,,,,1,3,4,4,2,4,4,1,1,3,1,4,2,1,4,4,3,1,3,,,1,,1,,,1,1,,,7,,1,,,,,4,4,3,4,2,4,1,1,4,,4,1,Mobile,1,1.179,,1.144,4
296985,06/03/2025,1,1,,3,2,1,5,2,4,4,4,5,3,3,3,2,4,2,2,2,3,4,1,3,3,1,7,2,,,,,,4,98,2,3,3,6,4,7,5,5,2,3,98,5,4,1,1,,,,,,1,,,,1,1,1,,,,,,3,2,98,98,2,3,98,2,2,2,3,3,98,1,2,4,3,1,3,,,1,,,,1,,,,,3,,1,,,,,3,3,3,3,2,5,1,1,4,,2,1,Mobile,1,1.143,,1.109,5
296986,06/03/2025,1,1,,3,2,2,8,4,4,5,4,5,4,4,3,4,1,2,3,4,2,2,3,4,98,10,6,5,,,,,,4,3,4,3,3,3,4,10,10,5,1,97,8,5,1,,,,,,,,,,,,,,,,,,,,3,98,2,2,2,4,2,1,1,2,1,3,2,1,5,4,3,1,2,,,1,1,1,,,1,,,,4,1,,,,,,4,4,4,3,2,4,1,1,6,,3,1,Mobile,1,0.892,,0.865,5
296987,06/03/2025,1,1,32,3,2,2,5,2,5,5,3,3,3,3,4,1,3,2,3,1,3,3,3,3,3,10,4,1,,,,,,2,1,3,5,7,4,5,9,7,2,3,97,1,4,2,1,1,,,,,1,1,,,,,1,1,,,,,,4,3,2,3,2,2,3,2,2,2,3,3,2,1,4,4,4,1,4,,,,1,,,,,,,,10,1,,,,,,4,3,3,3,2,4,1,2,4,,3,1,Mobile,1,1.036,,1.005,3
296988,06/03/2025,1,1,,7,5,1,6,3,4,5,3,2,3,3,3,1,4,2,2,1,3,3,3,3,3,8,5,4,,,,,,2,1,2,5,5,6,5,5,6,5,1,2,2,4,3,1,1,,,1,,,,,,,1,1,,,,,,,6,2,3,2,2,3,3,1,2,3,2,3,3,2,,4,4,1,4,1,,1,,1,,1,,,,,6,,,,,,1,4,3,3,3,2,4,1,1,3,1950,3,1,Mobile,1,0.91,,0.883,4
296989,06/03/2025,1,1,,6,5,1,9,5,5,98,3,5,3,3,1,3,4,2,3,1,3,4,4,3,4,10,6,5,,,,,,98,1,1,2,5,5,2,10,3,5,1,99,99,5,5,1,1,1,,,,,,,,,1,1,1,,,,,,5,1,3,1,1,4,3,1,1,3,2,4,2,2,,4,4,1,3,1,,1,,1,,,,,,,1,,1,1,,,,3,3,2,2,2,6,1,1,4,,4,1,Mobile,1,0.951,,0.922,4
296990,06/03/2025,1,1,,3,2,1,9,5,5,4,3,2,4,4,4,1,3,2,4,3,2,2,1,3,2,10,3,3,,,,,,3,3,1,6,7,5,4,9,8,3,1,30,1,2,4,1,,1,,,,,,,,,,1,,1,,,,,5,3,3,2,3,3,2,2,1,2,2,3,3,1,1,3,3,1,4,,,,,1,,,1,,,,8,1,,,,,,4,4,4,4,3,5,1,4,5,,5,1,Mobile,1,0.712,,0.69,4
296991,06/03/2025,1,1,,2,1,1,7,3,2,3,3,4,4,4,1,3,2,2,4,3,2,3,2,2,2,4,5,1,,,,,,3,3,2,7,7,7,7,8,7,3,1,97,4,3,2,1,,,,,,,,1,,,,,,,,,1,,5,4,3,1,1,3,3,2,3,1,2,2,1,1,1,2,2,2,4,,,,1,,1,,1,,,,7,1,,,,,,4,4,4,4,3,2,1,2,5,,5,1,Mobile,1,0.897,,0.87,7
296992,06/03/2025,1,1,,2,1,1,5,2,4,4,3,4,4,4,1,2,4,2,4,4,1,2,2,2,2,6,0,1,,,,,,2,2,2,3,8,5,3,4,8,0,1,30,4,1,4,,,,,1,,,,1,,,,,,,,,1,,1,4,3,3,3,3,1,2,1,1,1,2,1,1,2,3,3,2,1,,,,,,1,,1,,,,6,1,,,,,,2,3,2,3,2,5,1,1,7,,4,1,Mobile,1,1.202,,1.166,4
296994,06/03/2025,1,1,,6,5,2,6,3,5,5,3,5,3,2,3,4,1,2,4,1,4,3,4,4,3,10,9,3,,,,,,1,1,1,0,0,8,2,10,10,6,1,30,2,6,5,,1,,,,,,,,,,,1,,,,,,,1,1,4,4,2,4,4,1,1,3,2,3,3,1,2,4,3,1,2,,,1,,,,,,,,,8,,1,1,,,,3,3,3,2,2,5,1,1,6,,2,1,Mobile,1,0.825,,0.8,4
296995,06/03/2025,1,1,,6,5,1,8,4,5,4,3,2,3,4,1,4,3,2,3,1,2,3,3,3,4,7,5,3,,,,,,3,2,3,0,5,3,5,5,7,5,1,30,30,2,4,1,1,,,,,,,,,,1,1,1,1,,,,,3,2,3,2,2,3,3,1,2,3,2,3,4,2,,4,1,1,5,1,,1,,1,,1,1,1,,,4,1,,,,,,3,3,2,3,2,5,1,1,6,,4,1,Mobile,1,1.134,,1.1,2
296997,06/03/2025,1,1,,7,5,1,6,3,3,3,2,2,3,2,1,4,3,2,3,3,1,1,3,2,1,1,6,2,,,,,,2,2,2,6,6,2,5,5,8,5,2,9,4,2,3,1,,,,,,,,,,,,1,,,,,,,6,4,3,2,2,3,2,3,3,1,3,3,3,2,,4,1,2,3,,,,,1,,,,,,,2,1,,,,,,4,4,3,3,3,2,1,3,1,1954,2,1,Mobile,1,1.155,,1.12,2
297001,06/03/2025,1,1,,5,4,1,9,5,5,5,5,5,2,2,1,3,4,2,2,1,3,3,2,4,3,9,8,5,,,,,,1,2,2,0,6,8,5,10,7,6,1,2,2,5,4,,1,,,,,,,,1,,,,1,,,,,,3,1,3,1,3,4,4,1,2,3,2,3,2,2,,4,4,1,2,1,,1,,,,1,1,,,,4,,1,,,,,4,4,3,3,2,5,1,4,5,,5,1,Mobile,1,0.647,,0.628,4
297002,06/03/2025,1,1,,4,3,2,4,1,4,5,4,5,4,4,4,2,1,2,4,3,4,4,1,98,98,6,5,98,,,,,,98,98,2,98,98,98,98,98,98,98,4,99,99,98,98,,,,,,,,,,,,,,,,,,,,98,98,98,98,98,98,98,2,2,2,2,4,2,1,1,4,4,98,98,,,,,,,,,,,1,5,,,,,,1,98,98,98,98,3,4,1,2,4,,99,1,Mobile,1,1.183,,1.148,2
297006,06/03/2025,1,1,,3,2,1,2,1,3,2,3,2,4,3,1,2,4,2,4,3,3,3,2,2,1,1,1,1,,,,,,2,2,1,10,8,0,7,7,7,3,1,1,1,3,4,,,,,,,,1,,,,,,,1,,,,,6,5,4,2,2,3,3,3,2,1,3,3,1,1,5,4,2,2,4,,,,,,,,1,,,,8,1,,,,,,4,3,2,4,2,3,1,1,4,,4,1,Mobile,1,1.385,,1.344,1
297012,06/03/2025,1,1,73,7,5,1,4,1,5,4,3,5,3,4,3,4,1,2,98,4,2,98,4,4,4,10,8,4,,,,,,4,1,2,0,2,7,2,10,5,4,1,2,3,5,4,1,1,,,,,,,,,,1,1,1,,,,,,1,1,4,1,1,4,4,1,2,3,2,4,4,1,5,4,3,1,1,,,1,,,,,,,,,3,,1,1,,,,4,3,3,2,1,6,1,4,4,,4,1,PC,1,1.355,,1.314,4
297014,06/03/2025,1,1,,3,2,2,4,1,5,5,4,5,4,4,1,2,3,2,4,3,4,3,3,3,3,6,5,3,,,,,,2,3,4,5,5,5,5,5,5,5,3,94,3,4,2,,,,,1,1,1,,,,,,1,,,,,,,2,2,2,2,2,3,3,1,1,2,2,2,2,1,2,3,3,1,2,,,,,1,,,,,,,6,,1,,,,,2,2,2,2,1,6,1,1,6,,3,1,Mobile,1,0.99,,0.96,3
297015,06/03/2025,1,1,,2,1,1,5,2,1,98,2,2,4,3,1,2,4,2,4,4,98,3,1,2,1,4,4,1,,,,,,2,2,2,8,9,9,8,8,8,3,1,4,4,3,5,,,,,,,,,1,,,,,,,,,1,,6,4,3,2,98,2,2,3,2,2,2,4,1,1,2,2,3,1,4,,,,,,1,,1,,,,4,1,,,,,,3,3,98,3,4,1,1,1,4,,3,1,Mobile,1,1.172,,1.137,7
297018,06/03/2025,1,1,36,3,2,1,9,5,5,4,2,2,2,2,3,4,1,2,1,1,2,3,4,4,4,10,9,5,,,,,,2,2,2,2,5,6,3,6,3,5,1,8,9,5,4,1,,,,,,,,,,,1,,,,,,1,,3,1,3,2,2,4,3,1,2,3,2,3,1,2,,3,4,1,2,1,,1,,,,1,1,,,,2,1,,,,,,4,3,3,2,1,6,1,4,4,,4,1,Mobile,1,0.712,,0.69,5
297019,06/03/2025,1,1,,6,5,2,4,1,2,5,4,5,3,4,1,3,4,2,3,3,4,4,2,2,3,5,5,3,,,,,,3,3,3,5,7,5,6,7,8,4,2,98,10,4,4,,1,,,,,,,,,,,1,,,,,,,4,3,3,3,2,3,2,2,2,2,2,3,3,1,5,4,4,1,4,,,1,,,,,,,,,5,1,,,,,,3,3,3,3,3,4,1,3,5,,3,1,Mobile,1,1.783,,1.73,4
297020,06/03/2025,1,1,,8,5,1,6,3,5,5,3,5,3,3,3,1,4,2,2,1,3,2,4,1,1,10,10,4,,,,,,2,2,3,0,2,10,0,10,1,4,2,8,9,5,5,1,,,,,,,,,,,,,1,,,,,,3,1,3,2,2,4,3,1,2,3,1,2,2,1,0,4,4,1,2,,,,,1,,,,,,,3,1,,,,,,2,98,2,98,1,99,1,1,6,,2,1,Mobile,1,0.845,,0.82,4
297021,06/03/2025,1,1,34,3,2,2,6,3,5,4,3,3,4,4,3,4,2,2,4,3,4,3,3,4,2,10,5,3,,,,,,2,2,3,10,10,3,5,5,5,3,2,1,1,2,4,,,,,,,,,1,,,,,,,,,1,,6,4,3,2,3,3,2,3,2,2,2,3,3,2,,4,3,1,3,,,,1,1,,,1,,,,10,1,,,,,,4,4,4,3,2,6,1,1,3,1996,4,1,Mobile,1,0.617,,0.599,3
297022,06/03/2025,1,1,,5,4,2,9,5,4,4,4,5,4,4,1,2,4,2,4,3,3,4,3,3,2,10,5,1,,,,,,3,2,2,7,10,2,8,8,8,2,1,1,1,1,4,1,1,,,1,1,,1,1,,,,1,1,,,,,,8,3,4,2,3,1,2,3,2,2,3,4,3,1,4,4,4,1,3,,,,1,1,,,1,,,,6,1,,,,,,3,3,3,3,2,4,1,3,5,,2,1,Mobile,1,0.68,,0.659,3
297023,06/03/2025,1,1,24,2,1,1,5,2,5,5,5,2,4,4,1,4,3,2,4,3,2,3,4,4,3,7,7,1,,,,,,1,2,1,3,6,7,0,10,10,0,1,30,2,3,3,1,1,,,,1,,,1,,,1,1,,,,,,,3,2,3,2,4,4,3,1,1,2,2,3,3,1,1,3,2,1,3,,,1,,1,,,1,1,,,10,1,,,,,,3,3,4,2,1,6,1,1,6,,2,1,PC,1,1.116,,1.083,4
297024,06/03/2025,1,1,,5,4,2,4,1,4,5,3,1,4,4,4,1,3,2,4,1,3,4,1,3,3,10,5,1,,,,,,4,2,2,10,10,0,7,10,3,0,1,1,1,1,3,,1,,,,,,,,,,1,,,,,,,,6,3,2,4,4,2,2,4,4,2,4,4,4,1,1,4,3,1,5,,,,,,,,1,,,,10,1,,,,,,3,3,4,4,3,4,1,2,5,,4,1,Mobile,1,0.969,,0.94,2
297026,06/03/2025,1,1,,4,3,2,9,5,5,4,4,5,2,98,4,3,1,2,2,1,1,3,4,4,4,10,10,4,,,,,,2,2,1,0,5,5,1,5,5,4,1,30,2,4,5,1,1,1,,1,,,1,,,,1,1,1,,,,,,1,1,4,2,2,4,2,1,1,4,2,4,2,2,,4,2,1,2,1,,1,,,,,,,,,1,,1,1,,,,3,3,2,2,1,6,1,1,4,,4,1,Mobile,1,0.771,,0.748,5
297027,06/03/2025,1,1,,4,3,1,5,2,5,2,1,1,4,3,1,2,3,2,4,2,2,2,2,4,4,3,3,5,,,,,,2,3,2,2,5,5,5,5,5,5,1,2,2,4,3,,,1,,,,,,,,,,1,,,,,,,5,1,3,2,2,2,2,3,3,3,3,3,98,2,,4,4,1,4,,,,1,,,,1,1,,,3,1,,,,,,4,4,4,4,1,5,1,2,4,,5,1,Mobile,1,1.179,,1.144,2
297028,06/03/2025,1,1,36,3,2,1,3,1,1,4,4,2,2,4,1,3,4,2,4,4,2,4,2,1,3,10,6,1,,,,,,1,2,2,5,7,6,10,8,9,5,2,5,5,4,2,1,,1,,,,,,,1,,,,,,,,1,,6,4,4,2,2,4,3,2,1,1,2,4,2,1,5,4,4,2,4,,,1,,1,,1,,,,,3,1,,,,,,4,3,3,4,4,1,1,2,4,,4,1,Mobile,1,1.065,,1.033,6
297032,06/03/2025,1,1,,5,4,2,9,5,5,5,3,5,3,4,1,3,4,2,4,4,2,3,2,3,3,10,7,98,,,,,,3,98,3,4,5,5,2,6,6,5,4,8,3,4,3,1,1,,,1,,,,,,,1,1,1,,,,,,5,2,3,98,3,3,98,1,1,3,2,3,2,1,2,4,4,1,2,,,1,,,,,,,,,8,1,,,,,,3,3,3,98,2,5,1,1,4,,3,1,Mobile,1,0.631,,0.612,4
297034,06/03/2025,1,1,30,3,2,2,8,4,2,5,4,5,4,4,1,2,3,2,4,3,3,3,2,2,2,10,0,1,,,,,,3,2,3,8,8,5,3,8,8,0,1,4,4,1,5,1,,,,,,,,,,,,1,,,,,,,5,4,3,2,3,2,2,98,2,1,2,3,2,1,3,4,4,1,3,,,1,,,,,,,,,10,1,,,,,,3,3,3,3,3,3,1,1,4,,3,1,Mobile,1,1.117,,1.084,7
297035,06/03/2025,1,1,,5,4,2,8,4,5,5,3,5,4,4,3,1,2,2,98,1,2,1,4,1,4,10,8,1,,,,,,2,2,3,0,5,7,5,8,5,2,1,3,3,4,4,,1,,,1,,,,,,,,1,,,,,,,1,1,3,3,2,4,3,1,2,2,1,2,1,1,4,4,4,1,2,,,,,1,,,,,,,5,1,,,,,,3,3,2,3,1,6,1,1,6,,5,1,Mobile,1,0.753,,0.73,4
297036,06/03/2025,1,1,,6,5,2,5,2,4,5,5,5,3,2,4,2,3,2,2,1,3,4,3,4,3,10,10,3,,,,,,4,2,3,0,0,10,1,5,5,0,1,8,2,5,4,1,1,1,,1,,,,,,,,1,1,,,,,,1,2,3,4,4,3,1,1,2,4,2,3,4,2,,4,4,1,3,,,1,,1,,,,1,,,5,1,,,,,,3,2,3,3,2,5,1,3,5,,3,1,PC,1,1.491,,1.446,4
297038,06/03/2025,1,1,,5,4,2,3,1,4,4,4,2,4,4,4,1,2,2,4,3,3,1,98,3,1,8,5,1,,,,,,2,3,3,10,10,0,5,10,10,0,1,1,1,1,4,1,1,,,1,1,,,,,,,,,1,,,,,7,5,3,3,3,1,1,2,1,1,2,2,1,1,2,4,2,1,3,,,,1,1,1,,1,,,,10,1,,,,,,3,3,3,3,2,6,1,2,5,,99,1,Mobile,1,0.969,,0.94,2
297039,06/03/2025,1,1,24,2,1,2,5,2,5,3,3,4,4,4,1,4,2,2,4,3,1,1,1,3,1,5,0,1,,,,,,1,2,1,7,10,3,5,10,10,1,1,97,1,1,5,1,1,,,,1,,,1,,,,1,,1,,,,,7,5,4,98,3,2,2,3,2,1,2,2,1,1,2,3,2,2,4,,,1,1,1,,,1,1,,,7,,1,,,,,3,3,3,3,1,6,1,1,4,,4,1,,1,1.089,,1.057,4
297040,06/03/2025,1,1,,3,2,1,2,1,1,4,3,1,4,4,2,1,4,2,4,3,98,2,1,1,1,5,0,1,,,,,,2,2,3,5,10,4,10,5,9,0,1,5,5,1,3,,,1,,,,,,,,,,,,,,,1,,1,5,3,1,2,1,3,2,2,1,2,2,1,1,5,4,4,98,1,,,,,,1,,1,,,,9,1,,,,,,4,4,3,4,4,1,1,2,4,,4,1,PC,1,1.065,,1.033,7
297041,06/03/2025,1,1,,5,4,2,9,5,4,4,3,3,3,4,1,3,2,2,3,3,3,3,3,4,98,9,5,2,,,,,,98,2,2,5,5,5,5,5,5,4,98,96,98,4,3,1,1,1,1,1,,,,,,,1,1,1,,,,,,2,3,3,2,98,2,98,98,98,98,98,98,98,1,1,4,2,98,3,,,,,1,,,1,1,,,5,,,,,,1,3,4,98,3,2,5,1,4,5,,3,1,Mobile,1,0.68,,0.659,7
297042,06/03/2025,1,1,,5,4,1,8,4,5,5,4,5,3,4,3,4,1,2,2,1,2,3,2,4,4,9,5,4,,,,,,3,2,3,0,5,7,5,7,7,6,3,8,2,5,4,1,,,,,,,,,,,,1,,,,,,,1,1,2,2,2,4,2,1,1,3,2,4,4,1,2,4,3,1,1,,,1,,,,,,,,,4,1,,,,,,3,3,2,2,2,5,1,3,4,,4,1,Mobile,1,0.772,,0.748,4
297043,06/03/2025,1,1,,2,1,1,5,2,5,4,2,3,4,4,4,2,3,2,4,3,3,3,4,4,4,10,10,1,,,,,,2,3,4,5,5,5,3,3,3,0,4,99,98,4,1,,,,,,,,,,,,,,,,,,,,1,3,98,98,98,98,98,2,1,2,2,3,2,2,,4,4,2,3,,,1,1,1,,,,,,,10,1,,,,,,98,98,98,98,1,6,5,4,5,,3,1,Mobile,1,1.116,,1.083,5
297045,06/03/2025,1,1,,2,1,1,6,3,2,4,2,5,4,4,2,1,3,2,4,3,3,3,1,1,2,5,5,1,,,,,,4,2,2,6,9,2,6,7,10,1,2,9,4,2,4,,1,,,,1,,,1,,,,,,1,,,,,1,4,3,2,3,2,1,2,2,1,3,3,98,2,,1,4,1,1,,,,1,,1,,,,,,10,1,,,,,,3,2,1,2,3,1,1,2,4,,2,1,Mobile,1,0.897,,0.87,4
297046,06/03/2025,1,1,,5,4,1,8,4,4,5,4,4,3,3,3,4,1,2,2,1,2,2,3,3,3,8,7,3,,,,,,1,3,2,1,6,5,4,8,7,5,2,3,3,3,4,1,,,,1,,,1,,,,,1,,,,,,,2,2,4,1,1,3,3,1,2,3,2,3,2,1,4,4,2,1,2,,,,1,1,,,1,,,,6,,1,,,,,3,3,2,2,2,2,1,4,6,,4,1,PC,1,0.831,,0.806,2
297047,06/03/2025,1,1,,4,3,2,9,5,2,4,2,4,4,4,1,2,3,2,4,3,3,3,1,2,1,4,2,2,,,,,,2,2,3,7,10,4,7,7,10,0,1,9,4,1,5,1,1,,,,,,,,,,,,,1,,,,,7,5,1,2,3,1,1,3,3,1,2,3,2,1,1,4,2,1,2,,,,1,,1,,,1,,,10,1,1,,,,,3,4,3,4,4,3,1,2,4,,5,1,Mobile,1,1.04,,1.009,1
297048,06/03/2025,1,1,,3,2,1,5,2,1,4,2,3,4,3,2,4,1,2,4,4,2,2,3,1,2,5,5,1,,,,,,2,2,2,5,5,5,5,5,5,2,1,97,99,4,5,,,,,,,,,1,,,,,,,,,1,,5,4,3,4,4,2,1,2,2,1,2,3,2,2,,2,4,2,2,,,,,,,,1,,,,10,1,,,,,,4,4,4,4,4,1,1,1,6,,4,1,Mobile,1,1.115,,1.082,1
297049,06/03/2025,1,1,,2,1,1,8,4,3,3,1,4,4,4,4,1,3,2,4,4,1,2,3,3,2,1,6,1,,,,,,1,3,3,3,8,5,3,7,8,1,3,94,1,1,4,1,,,,,,,,,,,1,,,,,,,,3,3,4,1,1,2,2,2,3,1,2,3,1,1,0,4,2,1,2,,,,,,,,1,,,,10,1,,,,,,3,2,1,3,3,3,1,4,5,,2,1,Mobile,1,1.219,,1.182,4
297050,06/03/2025,1,1,,6,5,2,8,4,4,5,5,5,4,4,1,2,3,2,4,3,1,4,2,3,3,6,6,5,,,,,,4,3,3,5,3,0,5,5,5,0,3,97,1,1,4,1,1,,,,,,,,,,,1,,,,,,,5,3,2,4,3,4,4,1,1,1,1,1,1,1,5,1,3,1,1,,,,1,,,,,,,,10,1,,,,,,98,98,98,98,3,3,1,1,3,2002,5,1,Mobile,1,1.192,,1.156,5
297051,06/03/2025,1,1,,5,4,1,9,5,5,5,4,4,3,2,1,3,4,2,3,2,3,3,3,2,3,10,7,5,,,,,,3,2,2,1,5,7,7,8,8,6,1,98,3,3,5,1,,1,,1,,,,,,,,1,,,,,,,6,1,4,2,2,3,3,1,2,3,2,3,3,1,3,4,3,1,3,,,,,,,,1,,,,3,,,1,,,,3,3,2,2,2,5,1,3,4,,2,1,Mobile,1,0.647,,0.628,2
297052,06/03/2025,1,1,37,3,2,1,9,5,1,5,3,5,4,4,3,1,4,2,4,3,1,1,1,4,4,10,6,1,,,,,,1,3,2,0,5,5,5,5,5,2,4,94,94,4,4,1,,,,,,,,,,,,,,,,,1,,1,2,4,2,2,3,2,1,1,2,1,2,2,1,4,4,4,1,1,,,,,,1,,1,1,,,10,1,,,,,,4,3,2,3,4,1,1,1,6,,5,1,Mobile,1,0.747,,0.725,4
297054,06/03/2025,1,1,,6,5,2,9,5,2,3,3,4,4,3,1,2,3,2,4,3,2,3,2,98,98,6,2,1,,,,,,3,3,3,3,6,1,3,7,10,3,2,97,4,2,5,1,,,,,,,,1,,,,1,,,,,,,3,98,3,3,3,3,1,2,1,2,3,4,3,1,3,4,4,1,3,,,1,1,1,,,1,,,,5,,1,,,,,4,3,98,4,4,2,1,1,2,1994,99,1,Mobile,1,1.251,,1.214,4
297055,06/03/2025,1,1,,4,3,2,9,5,1,4,4,2,4,4,1,2,3,2,4,3,2,3,1,1,2,2,1,1,,,,,,2,2,1,8,5,5,8,8,9,1,1,4,4,2,4,1,,1,,,,,,,,,,,,,,,1,,8,5,3,2,2,2,2,3,3,2,3,3,3,1,3,4,4,2,4,,,,1,,1,,1,1,,,3,,,,,1,,4,4,4,4,4,1,1,3,7,,5,1,PC,1,0.81,,0.786,3
297056,06/03/2025,1,1,,7,5,1,9,5,1,4,4,1,3,3,1,4,3,2,2,1,1,98,1,98,4,10,2,5,,,,,,2,2,3,3,5,5,3,8,8,3,1,3,3,4,4,1,,1,,,,,,,,,,,,,,,,1,3,1,4,3,2,3,3,1,2,4,3,3,3,1,2,4,4,1,4,,,1,1,,,1,,,,,3,1,,,,,,4,3,2,3,4,1,1,1,2,1982,1,1,PC,1,0.999,,0.969,4
297057,06/03/2025,1,1,82,8,5,1,9,5,5,3,3,98,2,1,4,1,3,2,2,1,3,3,3,3,3,10,5,5,,,,,,2,1,2,2,3,9,3,9,3,5,1,8,9,5,5,1,,,1,,,,,,,,,,,,,,1,,2,2,4,2,2,3,3,2,2,3,2,3,2,2,,4,4,1,2,,,,,,,,,,,1,3,,1,1,,,,3,3,3,3,1,5,1,1,2,1950,4,1,PC,1,0.951,,0.922,3
297061,06/03/2025,1,1,,4,3,1,4,1,5,5,3,3,3,4,4,2,3,2,3,1,98,3,3,3,3,5,5,1,,,,,,3,2,3,5,5,5,5,5,5,5,98,7,99,98,4,1,1,1,,,,,,,,,,1,,,,,,,4,98,98,4,98,4,98,98,98,98,98,4,98,2,,4,4,98,98,,,,1,,,,,,,,9,1,,,,,,3,98,3,3,2,5,1,1,3,1991,4,1,Mobile,1,1.126,,1.092,4
297063,06/03/2025,1,1,,4,3,2,3,1,5,5,2,5,4,4,4,1,2,2,3,1,3,4,2,4,98,3,5,1,,,,,,3,3,2,4,4,3,1,8,7,0,2,3,1,3,5,1,1,,,1,,,,,,,1,1,,,,,,,5,3,3,4,2,2,2,2,2,2,2,3,2,1,2,4,3,1,4,,,1,1,1,,1,1,1,,,3,,1,,,,,4,4,3,3,2,6,1,2,4,,5,1,Mobile,1,1.099,,1.066,4
297065,07/03/2025,1,1,26,2,1,1,6,3,5,2,2,1,4,,,,,2,4,4,2,1,1,4,4,10,5,2,98,98,98,98,98,1,1,1,10,10,0,5,10,10,5,1,99,99,2,1,,,,,,,,,,,,,,,,,,,,7,5,4,1,1,4,4,4,3,1,2,3,2,1,1,2,2,2,5,,,,,,,,1,,,,10,1,,,,,,4,4,4,4,4,1,2,,,,5,2,Mobile,1,,5.027,5.73,8
